time[s],149.990000
V,69.911487
alt,-1566.713022
phi,0.258582
theta,-0.427767
psi,-0.794894
alpha,0.085614
beta,0.000318
u,69.402157
v,0.022138
w,5.956365
X_dot,-44.419798
Y_dot,41.480256
Z_dot,-34.035395
xEast,-4689.474300
xNorth,6711.753059
alt,-1566.713022
